Instance name,Average solving time
alan,0.7220201680320315
batch,0.6244774080114439
batch0812,1.1470889710471965
batchdes,0.6147096159984358
batchs101006m,6.705462479032576
batchs121208m,6.593085056985728
batchs151208m,18.547231656033546
batchs201210m,18.916643848002423
clay0203h,3.7095891349599697
clay0203hfsg,3.465227252978366
clay0203m,2.1849311699625105
clay0204h,4.334467520995531
clay0204hfsg,2.787549141969066
clay0204m,1.2888502280111425
clay0205h,13.615604594000615
clay0205hfsg,7.774444069014862
clay0205m,5.7961416320176795
clay0303h,6.5223561089951545
clay0303hfsg,4.509085221972782
clay0303m,2.9696423999848776
clay0304h,14.737028455012478
clay0304hfsg,11.070218520995695
clay0304m,5.913508576981258
clay0305h,15.192186395986937
clay0305hfsg,9.4905192629667
clay0305m,7.408465628046542
cvxnonsep_normcon20,1.1230701060267165
cvxnonsep_normcon20r,0.7842002909746952
cvxnonsep_normcon30,1.9560927489656024
cvxnonsep_normcon30r,0.8915890009957366
cvxnonsep_normcon40,21.345017457031645
cvxnonsep_normcon40r,0.8724329170072451
cvxnonsep_nsig20,9.9754518000409
cvxnonsep_nsig20r,0.6629355259938166
cvxnonsep_nsig30,51.34518245101208
cvxnonsep_nsig30r,0.6656561749987304
cvxnonsep_nsig40,118.06042800698197
cvxnonsep_nsig40r,0.7733898150036111
cvxnonsep_pcon20r,1.002580787986517
cvxnonsep_pcon30r,1.1478673630044796
cvxnonsep_pcon40r,1.1067858759779483
cvxnonsep_psig20,0.6695342469611205
cvxnonsep_psig20r,0.6188367520226166
cvxnonsep_psig30,58.67579710501013
cvxnonsep_psig30r,0.9964232170023024
cvxnonsep_psig40,90.59103714500088
cvxnonsep_psig40r,1.204647583013866
du-opt,9.53890996100381
du-opt5,9.597853734972887
enpro48pb,1.298289134982042
enpro56pb,2.584659547021147
ex1223,0.799684823025018
ex1223a,0.5916296719806269
ex1223b,0.7455836099688895
ex4,2.0118045859853737
fac1,0.9192647250019945
fac2,1.138557823956944
fac3,1.0960840940242633
flay02h,0.741724013001658
flay02m,0.692337394983042
flay03h,1.8315233130124398
flay03m,1.2761492540012114
flay04h,5.232503876031842
flay04m,3.858315001009032
flay05h,102.6229432359687
flay05m,59.92423610301921
fo7,59.25338373304112
fo7_2,16.69440241000848
fo7_ar25_1,16.876855628972407
fo7_ar2_1,24.27105846896302
fo7_ar3_1,43.688522635027766
fo7_ar4_1,36.979990751016885
fo7_ar5_1,13.472327180032153
fo8,74.59124273102498
fo8_ar25_1,149.75326577702072
fo8_ar2_1,118.67995949095348
fo8_ar3_1,52.394519886991475
fo8_ar4_1,33.19723194098333
fo8_ar5_1,97.46750005101785
fo9,295.32107525202446
fo9_ar2_1,769.7212373100338
fo9_ar3_1,109.580711016024
fo9_ar4_1,458.53339091403177
fo9_ar5_1,432.07950571598485
hybriddynamic_fixed,0.6582949730218388
jit1,1.0701775120105594
m3,0.8404564710217528
m6,1.3591449279920198
m7,1.5288199619972147
m7_ar25_1,1.1540010760072619
m7_ar2_1,2.8845671080052853
m7_ar3_1,4.449231859005522
m7_ar4_1,2.7593662720173597
m7_ar5_1,6.497544319019653
meanvarx,0.7433431189856492
netmod_dol1,853.3724012320163
netmod_dol2,37.14094606897561
netmod_kar1,9.46970313397469
netmod_kar2,9.35630205302732
no7_ar25_1,43.25211469299393
no7_ar2_1,11.749845859012567
no7_ar3_1,85.30468661495252
no7_ar4_1,75.19105012301588
no7_ar5_1,56.075728819996584
nvs03,0.6499505380052142
nvs10,0.6275278690154664
nvs11,0.8882692260085605
nvs12,0.9022294580354355
nvs15,0.6897675479995087
o7,866.733616692014
o7_2,404.4576354169985
o7_ar25_1,156.55613658303628
o7_ar2_1,80.87108730396722
o7_ar3_1,483.43905727699166
o7_ar5_1,270.0379274589941
p_ball_10b_5p_2d_h,15.26534044399159
p_ball_10b_5p_2d_m,4.085753542021848
p_ball_10b_5p_3d_h,38.126464657019824
p_ball_10b_5p_3d_m,5.1303268449846655
p_ball_10b_5p_4d_h,68.42278224101756
p_ball_10b_5p_4d_m,11.92923690500902
p_ball_10b_7p_3d_h,107.81781264400342
p_ball_10b_7p_3d_m,36.296647217997815
p_ball_15b_5p_2d_h,40.75805418402888
p_ball_15b_5p_2d_m,17.71634422399802
p_ball_20b_5p_2d_h,140.4453370340052
p_ball_20b_5p_2d_m,22.261374194989912
p_ball_20b_5p_3d_h,165.91143276100047
p_ball_20b_5p_3d_m,46.90009295498021
p_ball_30b_5p_2d_h,211.42649956798414
p_ball_30b_5p_2d_m,37.81376283796271
p_ball_30b_5p_3d_h,536.0029953379999
p_ball_30b_5p_3d_m,110.03665870794794
p_ball_30b_7p_2d_m,354.71582705003675
p_ball_40b_5p_3d_m,216.04578263795702
p_ball_40b_5p_4d_m,790.1358788170037
pedigree_ex485,40.8049920850317
pedigree_ex485_2,21.030506879033055
pedigree_sp_top4_350tr,18.48903568298556
portfol_buyin,1.4885770289693028
portfol_card,1.8567261599819176
portfol_classical050_1,34.25334765599109
procurement2mot,3.6770717700128444
ravempb,1.9818143459851854
risk2bpb,1.8708554609911516
rsyn0805h,1.7853466019732878
rsyn0805hfsg,1.34656488802284
rsyn0805m,2.045539857004769
rsyn0805m02h,4.168492828030139
rsyn0805m02hfsg,3.3614861039677635
rsyn0805m02m,3.339241019973997
rsyn0805m03h,3.643120352004189
rsyn0805m03hfsg,3.6406575219589286
rsyn0805m03m,4.684729965985753
rsyn0805m04h,4.868229085986968
rsyn0805m04hfsg,3.5278177310246974
rsyn0805m04m,4.878737304999959
rsyn0810h,1.5407829399919137
rsyn0810hfsg,1.4639993740129285
rsyn0810m,1.8324458780116402
rsyn0810m02h,3.932749420986511
rsyn0810m02hfsg,3.1341507009929046
rsyn0810m02m,3.0782346260384656
rsyn0810m03h,4.2508532329811715
rsyn0810m03hfsg,3.316631389025133
rsyn0810m03m,6.131483227014542
rsyn0810m04h,4.951349196955562
rsyn0810m04hfsg,5.077736250997987
rsyn0810m04m,4.628201608022209
rsyn0815h,2.3616145600099117
rsyn0815hfsg,1.6356783700175583
rsyn0815m,3.1849436259944923
rsyn0815m02h,6.124992246972397
rsyn0815m02hfsg,2.840489523950964
rsyn0815m02m,5.1324246220174246
rsyn0815m03h,6.592162088025361
rsyn0815m03hfsg,4.54425276897382
rsyn0815m03m,7.4567861260147765
rsyn0815m04h,12.199416670016944
rsyn0815m04hfsg,4.442704560002312
rsyn0815m04m,7.445686282997485
rsyn0820h,2.3206066680140793
rsyn0820hfsg,1.5268813780276105
rsyn0820m,1.6513131739920937
rsyn0820m02h,4.061142327962443
rsyn0820m02hfsg,2.5860096979886293
rsyn0820m02m,5.509934267029166
rsyn0820m03h,5.162223892984912
rsyn0820m03hfsg,3.64807881397428
rsyn0820m03m,6.045822535990737
rsyn0820m04h,9.22916983399773
rsyn0820m04hfsg,5.219672262959648
rsyn0820m04m,10.990474938997068
rsyn0830h,1.782165033975616
rsyn0830hfsg,1.813598096021451
rsyn0830m,2.177562471013516
rsyn0830m02h,7.650972146948334
rsyn0830m02hfsg,3.17523654201068
rsyn0830m02m,5.025275028019678
rsyn0830m03h,12.252912165015005
rsyn0830m03hfsg,7.808615554007702
rsyn0830m03m,7.058741856948473
rsyn0830m04h,13.602108385995962
rsyn0830m04hfsg,6.527523766038939
rsyn0830m04m,10.427558188966941
rsyn0840h,2.6136969409999438
rsyn0840hfsg,1.9187557930126786
rsyn0840m,1.990407825971488
rsyn0840m02h,8.308784277003724
rsyn0840m02hfsg,4.157714992004912
rsyn0840m02m,4.166635299974587
rsyn0840m03h,8.565768387983553
rsyn0840m03hfsg,6.175840291019995
rsyn0840m03m,7.201511413033586
rsyn0840m04h,9.217831180023495
rsyn0840m04hfsg,7.820154300017748
rsyn0840m04m,15.030743712035473
slay04h,2.495186682033818
slay04m,1.4658570580068044
slay05h,1.9874020419665612
slay05m,1.5518887619837187
slay06h,5.067731613991782
slay06m,1.593929799972102
slay07h,6.467075799999293
slay07m,2.0189236589940265
slay08h,8.335838531027548
slay08m,2.7343163519981317
slay09h,14.377289372961968
slay09m,4.656725255015772
slay10h,27.39639365801122
slay10m,6.492775206977967
smallinvDAXr1b010-011,5.728175429976545
smallinvDAXr1b020-022,13.03324670199072
smallinvDAXr1b050-055,11.361459184030537
smallinvDAXr1b100-110,12.915552792022936
smallinvDAXr1b150-165,8.618364025955088
smallinvDAXr1b200-220,1.4370799930184148
smallinvDAXr2b010-011,5.307229719997849
smallinvDAXr2b020-022,5.849747410975397
smallinvDAXr2b050-055,11.946687838993967
smallinvDAXr2b100-110,7.257818855054211
smallinvDAXr2b150-165,4.493787739018444
smallinvDAXr2b200-220,12.126450893003494
smallinvDAXr3b010-011,5.944638070999645
smallinvDAXr3b020-022,11.016463413019665
smallinvDAXr3b050-055,16.24453371495474
smallinvDAXr3b100-110,14.684733339003287
smallinvDAXr3b150-165,2.6947507829754613
smallinvDAXr3b200-220,11.477351062989328
smallinvDAXr4b010-011,6.170960089948494
smallinvDAXr4b020-022,13.337098375021014
smallinvDAXr4b050-055,8.18360552098602
smallinvDAXr4b100-110,6.455589368008077
smallinvDAXr4b150-165,4.0500901020132005
smallinvDAXr4b200-220,1.3262285359669477
smallinvDAXr5b010-011,5.976099715975579
smallinvDAXr5b020-022,10.132944016018882
smallinvDAXr5b050-055,11.357480675971601
smallinvDAXr5b100-110,7.11416915000882
smallinvDAXr5b150-165,2.7027803520322777
smallinvDAXr5b200-220,1.18143765500281
